Pos	Channel	Cell	MothCell	BirthFr	DivFr	Td	Tri1	Tri2	Tri3	Trt	Tn	Tc	Lb	Lri1	Lri2	Lri3	Lrt	Ln	Lc	Ld	Time
3	4	1	1	55	97	168	4	160	152	100	100	108	1,162	1,187	2,794	2,653	1,781	1,781	2,011	2,819	28
6	2	2	2	58	97	156	12	148	160	108	100	104	1,115	1,125	2,758	3,014	1,973	1,936	2,027	2,958	28
3	4	16	1	55	97	168	8	172	176	92	112	112	1,166	1,207	2,531	2,588	1,624	2,036	2,036	2,657	28
8	3	2	2	44	97	212	56	164	168	140	148	164	1,1	1,477	2,584	2,669	2,163	2,279	2,584	3,45	28
1	5	19	1	61	97	144	20	148	144	100	88	92	1,23	1,209	2,666	2,635	2,118	1,833	1,885	2,635	28
6	3	18	1	62	98	144	-36	144	140	68	100	104	1,071	1,1	2,549	2,489	1,579	1,927	1,988	2,549	32
10	2	1	1	45	98	212	0	204	204	120	144	140	1,041	1,041	2,721	2,721	1,735	1,959	1,927	2,777	32
1	5	20	13	63	98	140	-28	116	116	60	84	92	1,499	1,151	2,822	2,822	2,052	2,127	2,375	3,293	32
10	1	23	1	71	98	108	-64	84	76	4	60	64	1,684	1,323	2,552	2,458	1,689	2,254	2,294	2,983	32
3	1	1	1	27	99	288	136			232	224	236	1,115	1,439			2,199	2,086	2,277	2,972	36
9	1	17	1	67	99	128	-12	148	100	72	76	68	1,417	1,258	3,21	2,537	2,094	2,067	2,063	2,994	36
10	3	22	1	61	99	152	-4	136	128	92	96	96	1,273	1,243	2,467	2,337	1,84	1,946	1,946	2,756	36
10	4	13	13	57	99	168	16	184	184	100	104	124	1,442	1,448	2,721	2,721	1,975	2,072	2,08	2,709	36
7	3	2	2	65	99	136	-20			72	84	88	1,625	1,408			2,408	2,68	2,707	2,865	36
10	1	2	2	59	99	160	-20	120	124	76	88	96	1,107	1,078	2,052	2,244	1,542	1,61	1,743	2,743	36
1	4	1	1	58	100	168	-12	136	132	84	100	100	1,392	1,294	2,728	2,658	2,075	2,256	2,256	3,24	40
8	3	1	1	50	100	200	44	224	212	148	144	148	1,118	1,345	3,164	3,057	2,217	2,16	2,217	2,994	40
10	1	1	1	71	100	116	-84	60	64	0	60	68	1,506	0,904	2,081	2,151	1,506	2,081	2,183	2,968	40
8	1	14	2	36	100	256	40			148	172	168	1,097	1,2			1,45	1,849	1,822	2,245	40
10	1	1	1	72	100	112	-88	56	60	-4	52	64	1,522	0,904	2,081	2,151	1,506	2,056	2,183	2,968	40
1	2	21	2	78	101	92	-60	32	32	28	44	44	1,537	1,03	1,978	1,978	1,722	2,251	2,251	2,902	44
1	5	1	1	61	101	160	24	192	184	104	96	104	1,225	1,373	3,258	3,19	2,175	2,114	2,175	2,954	44
1	1	17	1	50	101	204	-16	188	184	76	140	148	1,248	1,166	2,656	2,59	1,546	2,074	2,139	2,897	44
9	1	14	14	69	102	132	-28	80	80	56	64	60	1,615	1,415	2,372	2,372	2,051	2,193	2,146	3,466	48
6	2	14	2	59	102	172	8			100	84	96	1,571	1,506			2,373	2,148	2,331	3,253	48
7	3	11	11	62	102	160	-4	140	136	100	100	112	1,414	1,379	2,946	2,867	2,325	2,325	2,523	3,267	48
8	4	15	15	70	102	128	-24	96	96	64	88	64	1,471	1,183	2,357	2,357	1,879	2,268	1,879	2,693	48
5	4	3	3	65	103	152	-20	116	112	60	96	100	1,47	1,287	2,581	2,578	1,565	2,001	2,155	3,349	52
4	3	13	13	75	103	112	-92	52	52	4	44	52	1,66	1,111	2,214	2,214	1,748	2,172	2,214	2,99	52
5	3	21	21	79	103	96	-52	60	56	24	24	52	1,573	1,122	2,448	2,427	1,889	1,889	2,26	3,17	52
9	4	19	1	62	103	164	12	176	168	96	104	108	1,279	1,29	2,891	2,803	2,011	1,987	2,033	3,019	52
7	5	2	2	75	103	112	-28	88	92	44	60	68	1,43	1,195	2,538	2,856	1,753	2,048	2,131	2,837	52
5	3	25	21	79	103	96	-44	88	88	36	68	60	1,489	1,126	2,744	2,744	1,844	2,392	2,184	2,988	52
10	5	18	1	62	103	164	16	168	160	108	108	108	1,164	1,319	2,836	2,765	2,055	2,055	2,055	2,769	52
1	2	14	14	71	103	128	-12	148	148	76	100	100	1,223	1,192	2,58	2,58	1,942	2,343	2,343	2,411	52
1	2	1	1	77	103	104	-44	104	108	48	64	60	1,384	1,174	2,752	2,704	1,848	2,02	1,996	2,752	52
11	3	1	1	67	103	144	12	152	152	96	96	96	1,232	1,259	3,043	3,043	2,187	2,187	2,187	2,953	52
10	2	16	1	46	103	228	8	240	244	136	188	192	1,115	1,035	2,926	2,906	1,846	2,378	2,406	2,942	52
6	5	19	1	79	104	100	-32	76	64	36	52	56	1,683	1,418	2,647	2,508	2,056	2,305	2,405	2,91	56
4	4	19	1	58	104	184	28	188	188	120	132	128	1,33	1,381	3,166	3,166	2,44	2,562	2,555	3,204	56
2	5	32	1	67	104	148	-60	64	68	48	92	104	1,527	1,182	2,24	2,257	2,125	2,672	2,801	3,56	56
4	4	1	1	58	104	184	28	164	164	116	116	128	1,068	1,289	2,695	2,695	1,952	1,952	2,18	2,896	56
10	1	22	14	74	104	120	-104	24	24	16	36	48	1,747	0,965	1,945	1,945	1,871	1,935	2,015	3,351	56
10	4	22	1	63	104	164	8	188	184	80	108	104	1,345	1,361	2,659	2,583	1,886	2,044	2,044	2,573	56
6	5	20	17	71	105	136	-12	120	116	84	80	84	1,456	1,322	3,005	2,977	2,35	2,272	2,35	3,544	60
4	1	1	1	72	105	132	-28	96	100	52	72	80	1,499	1,313	2,608	2,687	1,969	2,261	2,374	3,127	60
10	2	2	2	75	105	120	-4	116	112	76	84	76	1,372	1,352	2,832	2,733	2,062	2,253	2,062	2,951	60
6	1	15	12	67	105	152	-52	76	80	52	76	76	1,609	1,247	2,182	2,221	1,802	2,182	2,182	3,286	60
4	1	19	1	71	106	140	-24	108	116	76	80	88	1,478	1,235	2,63	2,707	2,081	2,236	2,324	3,074	64
9	3	21	1	74	106	128	-24	92	100	68	56	60	1,395	1,255	2,311	2,42	1,946	1,83	1,852	2,878	64
4	4	20	16	62	106	176	-16	120	148	84	108	108	1,362	1,296	2,225	2,679	1,549	1,836	1,836	3,358	64
5	2	18	2	76	106	120	-80	44	44	8	48	52	1,628	0,978	2,001	2,001	1,604	2,089	2,188	3,341	64
10	5	1	1	62	106	176	8	212	192	100	116	124	1,08	1,179	3,145	2,827	1,941	2,074	2,113	2,654	64
7	4	19	14	68	106	152	4	160	180	112	96	104	1,411	1,25	2,35	2,386	1,632	1,689	1,597	2,224	64
1	2	20	1	78	107	116	-44	96	100	32	68	68	1,511	1,11	2,707	2,755	1,636	2,176	2,176	2,723	68
3	1	11	1	26	107	324	160	316	320	268	268	272	1,107	1,508	2,929	3,046	2,412	2,412	2,45	3,094	68
5	2	2	2	76	107	124	-96	40	36	0	44	52	1,734	1,007	1,926	1,906	1,734	2,041	2,089	3,153	68
2	3	1	1	73	107	136	-8	168	156	76	60	76	1,233	1,148	2,669	2,593	1,894	1,683	1,894	2,565	68
8	4	18	15	70	107	148	-24	112	108	64	88	84	1,403	1,28	2,055	1,968	1,445	1,777	1,68	3,243	68
7	4	18	1	67	108	164	0	180	168	100	112	100	1,279	1,279	2,524	2,418	1,926	2,016	1,926	2,409	72
6	1	1	1	53	109	224	-16	132	128	96	160	156	1,129	1,139	2,21	2,179	1,808	2,586	2,521	3,444	76
7	5	19	2	75	109	136	-56	80	92	76	92	92	1,507	1,069	2,333	2,853	2,284	2,853	2,853	3,944	76
6	1	12	12	67	109	168	-72	60	64	36	76	76	1,664	1,119	2,26	2,338	1,916	2,425	2,425	3,4	76
1	2	19	14	71	110	156	-48	132	132	60	84	96	1,401	1,114	2,349	2,349	1,85	1,648	1,709	2,609	80
6	2	1	1	70	110	160	36	184	176	144	112	120	1,433	1,699	3,438	3,347	2,914	2,535	2,616	3,242	80
5	3	1	1	83	110	108	-48	60	64	28	56	52	1,526	1,09	2,173	2,239	1,768	2,107	2,058	2,958	80
8	3	13	2	44	110	264	80	256	260	188	192	196	1,213	1,628	2,854	2,847	2,222	2,254	2,25	2,794	80
10	1	14	14	74	110	144	-92	36	48	4	72	68	1,654	1,071	1,913	2,046	1,675	2,396	2,402	3,155	80
1	2	2	2	78	110	128	-96	40	36	0	48	68	1,593	1,183	2,011	1,948	1,593	2,213	2,566	3,147	80
8	3	3	3	69	110	164	-4	124	120	96	92	100	1,498	1,416	3,069	3,006	2,663	2,582	2,715	2,807	80
1	1	2	2	73	111	152	-32	92	84	56	92	92	1,346	1,128	2,361	2,296	1,959	2,361	2,361	3,155	84
6	4	1	1	64	111	188	-60	160	156	36	120	120	1,445	1,032	2,387	2,365	1,597	2,033	2,033	2,842	84
9	4	1	1	62	111	196	12	232	224	152	136	148	1,166	1,145	2,826	2,751	2,172	2,025	2,155	2,69	84
8	4	19	1	75	111	144	-60	72	72	36	64	72	1,52	1,132	2,153	2,153	1,724	2,054	2,153	3,28	84
3	3	1	1	76	111	140	-40	88	88	60	76	80	1,298	1,041	2,037	2,037	1,714	1,888	1,965	2,835	84
2	4	21	1	86	111	100	-60	68	72	16	56	44	1,771	1,189	2,665	2,728	1,937	2,501	2,31	3,291	84
5	3	27	1	83	111	112	-52	96	92	24	48	52	1,531	1,13	2,624	2,504	1,646	1,933	1,987	2,763	84
7	4	1	1	66	112	184	-4	200	196	128	100	120	1,129	1,102	2,664	2,61	1,947	1,66	1,785	2,535	88
6	5	1	1	84	112	112	-44	56	52	28	52	48	1,355	1,038	1,983	1,961	1,64	1,961	1,882	2,945	88
1	1	20	2	73	112	156	-44	64	64	56	76	84	1,593	1,253	2,249	2,249	2,158	2,475	2,666	3,775	88
3	3	17	1	76	113	148	-24	124	112	64	92	96	1,359	1,118	2,753	2,57	1,709	2,214	2,135	3,07	92
7	4	14	14	69	113	176	4	180	188	112	116	116	1,1	1,084	2,148	2,309	1,525	1,544	1,544	2,373	92
1	4	14	1	58	113	220	4	160	160	96	108	136	1,184	1,21	2,388	2,388	1,714	1,809	1,988	3,261	92
5	2	19	1	71	113	168	28	188	228	132	116	120	1,015	1,07	2,794	3,137	1,947	1,732	1,766	2,354	92
8	1	21	1	78	113	140	-12	144	136	92	92	80	1,499	1,206	2,597	2,678	2,051	2,051	1,851	2,568	92
8	3	14	1	50	114	256	84	264	264	200	176	172	1,352	1,628	3,254	3,254	2,585	2,317	2,256	3,196	96
10	2	20	2	74	114	160	4	128	128	100	92	104	1,212	1,279	2,573	2,573	2,281	2,158	2,335	3,081	96
7	2	14	14	83	114	124	-28	156	136	68	68	72	1,317	1,159	2,78	2,621	1,769	1,769	1,761	2,742	96
3	1	13	13	75	114	156	-28	100	104	76	96	96	1,533	1,333	2,42	2,716	2,04	2,391	2,391	3,527	96
9	1	1	1	69	115	184	-20	92	96	80	84	92	1,296	1,103	2,123	2,164	1,934	2,032	2,123	3,071	100
7	3	1	1	67	115	192	12	204	208	164	140	160	1,298	1,314	2,953	2,984	2,38	2,136	2,325	2,852	100
2	4	1	1	85	116	124	-56	52	52	24	68	72	1,659	1,238	2,298	2,298	1,872	2,51	2,596	3,271	104
4	3	1	1	75	116	164	-80	68	72	28	88	84	1,307	0,916	1,836	1,905	1,6	2,036	2,017	3,149	104
7	2	20	14	82	116	136	-20	128	124	88	92	88	1,227	1,112	2,465	2,421	2,09	2,112	2,09	2,562	104
11	1	23	1	75	116	164	-12	148	144	100	84	96	1,104	1,093	2,504	2,459	1,838	1,597	1,779	2,809	104
2	2	22	18	82	117	140	-16	132	136	72	52	64	1,543	1,464	2,916	2,94	2,232	2,129	2,202	2,981	108
3	5	21	16	89	117	112	0	104	116	68	72	72	1,399	1,399	2,409	2,661	1,774	1,854	1,854	2,704	108
5	1	13	13	81	117	144	-40	136	132	76	80	84	1,293	1,075	2,596	2,573	1,853	1,888	2,003	2,718	108
2	3	21	1	72	118	184	-4	124	124	84	92	92	1,304	1,285	2,266	2,266	1,88	1,945	1,945	3,12	112
2	5	28	28	63	118	220	-44	184	180	84	152	164	1,219	0,94	2,386	2,362	1,733	2,092	2,147	2,717	112
10	4	2	2	86	119	132	-16			124	96	104	1,262	0,994			2,699	1,671	1,911	2,725	116
6	4	19	1	65	119	216	-76	156	156	32	152	164	1,325	1,077	2,16	2,16	1,499	2,116	2,337	3,221	116
4	3	18	1	75	120	180	-92	80	80	-4	96	104	1,418	1,01	2,12	2,12	1,395	2,238	2,323	3,186	120
6	2	16	1	70	120	200	28	180	176	168	152	160	1,22	1,248	3,11	3,005	2,822	2,52	2,734	3,395	120
3	5	16	16	89	120	124	-44	76	76	64	76	76	1,242	1,027	2,356	2,356	2,026	2,356	2,356	3,087	120
11	1	13	13	75	121	184	-20	144	140	132	140	136	1,021	1,026	2,265	2,141	1,983	2,141	2,031	2,901	124
9	3	1	1	74	121	188	-16	124	120	80	100	108	1,297	1,113	2,41	2,388	1,913	2,149	2,25	3,045	124
3	1	17	2	82	121	156	-16	152	152	116	96	112	1,337	1,236	2,464	2,464	2,176	1,91	2,33	2,714	124
5	2	15	15	83	121	152	-24	140	144	76	88	104	1,217	1,148	2,451	2,603	1,609	1,793	1,917	2,692	124
5	1	16	13	81	123	168	-24	180	180	124	108	112	1,169	1,036	2,765	2,765	2,098	1,941	1,969	2,646	132
4	2	11	11	88	124	144	-48	132	132	60	88	84	1,489	1,309	2,721	2,721	1,798	2,153	2,191	2,819	136
1	3	12	12	86	125	156	-48	108	108	72	108	104	1,362	1,103	2,126	2,126	1,658	2,126	2,081	2,86	140
7	2	19	1	84	125	164	-4	156	156	108	108	96	1,221	1,206	2,434	2,434	2,081	2,081	1,967	2,406	140
2	1	18	18	80	125	180	16			140	136	140	1,292	1,337			2,236	2,167	2,236	3,022	140
3	2	18	18	84	126	168	-8	140	136	132	116	116	1,16	1,222	2,664	2,515	2,525	2,116	2,116	3,467	144
11	2	22	2	84	127	172	4	172	172	116	112	136	1,254	1,382	2,901	2,901	2,162	2,149	2,319	2,901	148
7	5	1	1	82	128	184	4	188	184	120	116	124	1,234	1,225	2,691	2,745	2,102	2,075	2,151	2,745	152
7	2	1	1	84	128	176	12	152	148	136	108	112	1,117	1,227	2,682	2,62	2,46	2,153	2,214	2,86	152
4	2	19	11	88	128	160	-36	140	136	112	76	88	1,464	1,214	2,676	2,545	2,512	2,284	2,333	2,828	152
10	1	22	22	104	129	100	-88	64	72	48	52	40	1,512	1,1	2,198	2,281	2,022	2,086	2,086	2,783	156
1	4	10	10	87	129	168	-28	136	128	116	100	100	1,248	1,081	2,427	2,444	2,327	2,263	2,263	2,786	156
5	4	2	2	76	129	212	28	232	232	168	160	164	1,355	1,389	3,042	3,042	2,467	2,424	2,448	3,125	156
8	1	1	1	78	129	204	-16	192	184	176	116	120	1,402	1,28	2,734	2,696	2,606	2,105	2,153	2,829	156
9	4	14	14	85	130	180	-16	140	152	128	112	120	1,256	1,137	2,66	2,808	2,368	2,354	2,327	3,227	160
8	4	1	1	76	130	216	-56	48	48	32	56	56	1,623	1,236	1,905	1,905	1,774	1,957	1,957	3,185	160
8	5	21	19	91	130	156	-16	108	108	100	104	96	1,44	1,42	2,524	2,524	2,174	2,279	1,955	3,421	160
2	5	34	1	95	130	140	-44	72	72	64	60	80	1,431	1,116	2,225	2,225	2,122	2,027	2,33	3,336	160
3	5	1	1	87	130	172	-16	120	116	100	96	104	1,33	1,156	2,519	2,432	2,225	2,18	2,293	3,44	160
7	3	16	1	67	130	252	68	256	260	220	200	208	1,303	1,562	3,257	3,451	2,662	2,433	2,454	3,155	160
2	5	35	32	104	131	108	-80	40	44	44	60	56	1,642	1,126	2,05	2,211	2,211	2,311	2,331	3,413	164
1	1	23	1	95	131	144	-12	124	112	100	100	104	1,475	1,358	2,757	2,484	2,319	2,319	2,39	3,077	164
9	1	14	14	103	131	112	-56	68	72	60	44	72	1,738	1,322	2,493	2,595	2,441	2,245	2,595	3,315	164
2	5	1	1	95	131	144	-48	80	84	88	92	88	1,327	1,029	2,103	2,139	2,232	2,282	2,232	3,022	164
3	5	20	1	86	132	184	-16	132	132	132	140	144	1,36	1,318	2,435	2,435	2,435	2,625	2,636	3,454	168
2	5	32	32	104	132	112	-76	44	40	40	52	60	1,745	1,17	2,234	2,245	2,245	2,348	2,467	3,285	168
5	1	10	10	88	132	176	-4	160	160	116	144	140	1,288	1,254	2,978	2,978	2,395	2,624	2,7	3,435	168
2	1	1	1	85	132	188	4	148	148	124	128	128	1,14	1,167	2,497	2,497	2,238	2,282	2,282	3,163	168
9	4	23	14	85	132	188	-12	156	156	136	116	140	1,709	1,522	2,871	2,871	2,608	2,488	2,651	3,169	168
2	2	18	18	82	133	204	-24	160	168	120	124	128	1,294	1,134	2,489	2,569	2,169	2,209	2,242	3,077	172
3	1	2	2	81	133	208	-4			112	136	152	1,413	1,384			1,845	1,582	1,743	2,644	172
6	3	9	9	81	133	208	-4	192	196	136	132	132	1,224	1,176	2,821	2,711	1,906	1,841	1,841	2,724	172
1	1	1	1	95	133	152	-8	116	116	112	100	104	1,09	1,008	2,201	2,201	2,151	1,955	2,018	2,64	172
5	2	1	1	71	134	252	32	208	212	132	164	192	0,994	1,205	2,932	2,842	1,997	2,106	2,434	3,274	176
2	2	24	1	89	135	184	-36	116	124	116	100	108	1,473	1,199	2,316	2,377	2,316	2,192	2,243	3,278	180
8	5	15	15	98	136	152	-36	100	104	92	84	84	1,317	1,175	2,139	2,253	2,193	2,142	2,142	3,24	184
10	4	20	20	96	136	160	-12	120	120	108	100	104	1,421	1,388	2,784	2,784	2,53	2,49	2,547	3,248	184
5	1	19	1	86	137	204	0	172	176	148	124	124	1,158	1,158	2,551	2,615	2,314	1,984	1,984	3,086	188
4	2	20	15	99	137	152	-52	104	100	100	88	100	1,55	1,262	2,191	2,119	2,119	1,995	2,119	2,933	188
1	5	19	19	96	137	164	0	124	128	120	92	100	1,433	1,433	2,599	2,725	2,476	1,97	2,053	3,438	188
11	2	1	1	94	138	176	-24	136	136	128	116	112	1,252	1,061	2,388	2,388	2,309	2,077	2,028	2,882	192
9	3	17	17	83	138	220	-56	160	160	76	140	132	1,314	1,026	2,061	2,061	1,691	1,959	1,736	2,596	192
1	5	13	13	90	138	192	4	144	144	136	132	148	1,208	1,179	2,618	2,618	2,502	2,417	2,642	3,658	192
11	2	25	1	94	139	180	-24	140	136	124	120	128	1,456	1,269	2,65	2,578	2,436	2,39	2,526	3,515	196
9	3	23	17	83	139	224	-68	128	128	60	88	88	1,379	1,013	2,125	2,125	1,665	1,945	1,945	2,934	196
1	4	17	10	86	139	212	-28	184	172	132	120	132	1,229	1,164	2,42	2,641	2,271	2,193	2,271	2,856	196
3	1	1	1	95	140	180	-12	160	164	136	120	128	1,228	1,312	2,749	2,846	2,427	2,226	2,275	3,041	200
2	4	21	21	111	140	116	-32	68	48	48	56	72	1,671	1,384	2,48	2,114	2,114	2,279	2,504	3,338	200
3	4	23	1	97	140	172	-16	124	128	124	104	112	1,195	1,176	2,507	2,618	2,507	2,208	2,324	3,376	200
8	5	25	1	103	140	148	-52	132	132	92	92	92	1,459	1,16	2,407	2,407	1,989	1,989	1,989	2,45	200
2	2	1	1	88	141	212	-32	192	188	120	140	144	1,139	1,095	2,629	2,577	1,849	2,072	2,112	2,914	204
1	3	21	1	89	141	208	-4	160	160	144	140	156	1,277	1,228	2,555	2,555	2,255	2,197	2,481	3,352	204
3	2	1	1	92	141	196	40	132	136	124	104	108	1,28	1,319	2,135	2,178	2,095	1,912	1,915	2,813	204
8	4	19	19	111	141	120	-72	68	68	44	48	68	1,601	1,132	2,286	2,286	1,905	1,985	2,286	2,915	204
10	1	26	23	98	141	172	-28	100	100	88	88	104	1,398	1,16	2,175	2,175	2,102	2,102	2,066	2,741	204
3	2	22	1	92	141	196	-48	104	104	80	92	96	1,603	1,2	2,341	2,341	2,124	2,248	2,273	3,793	204
9	1	17	17	99	141	168	20	128	124	124	124	128	1,509	1,53	3,096	3,016	3,016	3,016	3,096	4,174	204
2	3	15	15	81	141	240	8	180	176	168	184	188	1,302	1,34	2,365	2,391	2,236	2,562	2,539	3,45	204
3	4	1	1	97	142	180	-12	148	144	136	124	124	1,443	1,333	2,881	2,801	2,691	2,497	2,497	3,36	208
4	1	21	1	104	143	156	-36	76	72	68	72	84	1,523	1,257	2,204	2,147	2,092	2,147	2,31	3,525	212
10	3	1	1	91	143	208	-32	128	124	116	116	132	1,29	1,118	2,281	2,23	2,152	2,152	2,319	3,314	212
5	3	21	21	103	144	164	-44	92	92	84	88	96	1,443	1,127	2,244	2,244	2,129	2,19	2,286	3,857	216
8	5	1	1	104	144	160	-60	156	160	100	100	116	1,408	1,159	2,59	2,526	1,985	1,985	2,127	2,526	216
1	4	18	1	100	144	176	-32	140	144	112	100	104	1,669	1,35	2,765	2,856	2,344	2,311	2,309	3,269	216
2	4	28	21	112	145	132	-28	56	60	52	76	76	1,565	1,267	2,01	2,036	1,985	2,387	2,387	3,435	220
10	2	24	1	97	145	192	-12	160	156	136	124	124	1,428	1,248	2,513	2,447	2,254	2,112	2,112	3,006	220
4	3	23	1	115	145	120	-68	48	48	44	52	64	1,511	1,11	1,958	1,958	1,918	2,082	2,253	3,175	220
4	4	16	16	93	146	212	0	144	152	140	160	160	1,327	1,327	2,155	2,247	2,05	2,509	2,509	3,838	224
1	3	1	1	88	146	232	4	212	220	160	148	172	1,229	1,292	2,735	2,869	2,27	2,121	2,38	3,094	224
4	4	1	1	104	146	168	-20	116	120	116	108	112	1,34	1,141	2,293	2,389	2,293	2,172	2,233	3,28	224
5	4	18	2	76	147	284	48	224	228	220	192	204	1,144	1,138	2,097	2,181	2,022	1,788	2,101	2,94	228
8	2	1	1	89	147	232	-8	188	188	184	156	168	1,16	1,131	3,144	3,144	3,06	2,621	2,794	3,741	228
7	5	23	17	87	147	240	-16	168	164	164	180	192	1,471	1,22	2,333	2,32	2,32	2,667	2,823	3,628	228
6	5	23	1	112	147	140	-72	72	72	64	64	68	1,483	0,966	2,153	2,153	2,087	2,087	2,107	3,216	228
2	1	24	1	84	147	252	-16	172	180	164	168	184	1,087	1,079	2,355	2,451	2,274	2,343	2,497	3,495	228
5	1	1	1	86	148	248	-8	216	220	180	144	164	1,058	1,08	2,372	2,388	2,137	1,826	1,982	2,688	232
8	3	20	1	101	148	188	4	152	152	136	108	120	1,497	1,505	2,992	2,992	2,76	2,438	2,631	3,749	232
5	3	1	1	110	148	152	-48	84	84	84	92	88	1,354	1,039	2,227	2,227	2,227	2,364	2,277	3,582	232
4	3	1	1	116	148	128	-88	60	60	48	52	56	1,432	0,892	2,098	2,098	1,956	2,017	2,055	3,169	232
8	5	19	19	91	149	232	-16	180	184	156	120	156	1,197	1,144	2,364	2,373	2,051	1,846	2,051	3,018	236
7	3	11	11	102	149	188	-24	124	120	112	120	120	1,598	1,396	2,684	2,681	2,403	2,681	2,681	3,695	236
10	1	25	1	100	149	196	-60	92	104	56	124	132	1,452	1,01	2,214	2,364	1,792	2,518	2,674	3,45	236
5	3	29	1	109	149	160	-32	88	92	88	88	96	1,386	1,146	2,218	2,246	2,218	2,218	2,353	3,493	236
4	4	23	19	103	149	184	8	152	152	140	120	144	1,692	1,613	2,709	2,709	2,52	2,418	2,635	3,212	236
4	1	22	19	106	149	172	-24	72	76	60	76	96	1,454	1,319	2,296	2,473	1,715	2,473	2,765	4,228	236
10	1	23	23	98	150	208	-20	112	128	96	136	108	1,471	1,231	2,488	2,631	2,365	2,694	2,404	3,403	240
4	1	19	19	106	150	176	-36	88	92	64	84	88	1,445	1,255	2,194	2,299	1,981	2,17	2,194	3,52	240
10	1	1	1	100	150	200	-64	100	100	88	92	100	1,349	1,037	2,05	2,05	1,973	2,019	2,05	3,364	240
10	5	18	18	103	150	188	4	156	156	140	144	152	1,397	1,444	2,809	2,809	2,434	2,503	2,7	3,463	240
5	5	1	1	112	150	152	-40	100	100	100	104	108	1,537	1,258	2,537	2,537	2,537	2,589	2,678	3,699	240
1	3	18	18	87	151	256	-32	224	224	212	192	208	1,244	1,203	2,526	2,526	2,411	2,195	2,351	3,083	244
9	1	23	17	100	151	204	-44	112	112	108	136	160	1,355	1,138	2,84	2,84	2,728	2,928	3,584	3,968	244
10	4	31	22	104	152	192	20	168	168	116	136	148	1,103	1,155	2,774	2,774	1,957	2,582	2,279	3,163	248
6	3	1	1	95	152	228	4	140	140	132	152	164	1,1	1,134	2,123	2,123	2,085	2,282	2,56	3,617	248
9	5	1	1	111	152	164	-12	112	100	96	92	100	1,117	0,975	2,419	2,221	2,117	2,063	2,221	3,511	248
9	3	24	21	107	152	180	-28	96	92	80	84	112	1,314	1,245	1,999	1,983	2,02	2,017	2,163	3,056	248
8	3	1	1	99	153	216	28	180	188	168	152	160	1,302	1,448	2,914	3,027	2,689	2,459	2,552	3,344	252
6	5	1	1	112	153	164	-56	88	88	36	96	92	1,273	0,898	2,168	2,168	1,56	2,256	2,188	3,389	252
10	2	2	2	106	153	188	-8	128	124	124	136	132	1,282	1,344	2,686	2,641	2,641	3,037	2,93	4,047	252
